Nrule,RRMSE
1,0.945861123272311
2,0.945861123272311
3,0.861474938893234
4,0.860327946655695
5,0.838309721418643
6,0.817654622584881
7,0.813605401264363
8,0.81395617330368
9,0.8080291816921
10,0.807748870837412
11,0.807678862677564
12,0.803822998356796
13,0.803840500804444
14,0.803822998356796
15,0.746030922119149
16,0.742735039408469
17,0.74285030289559
18,0.742845642513168
19,0.736340867472878
20,0.735794127078946
21,0.735599941349823
22,0.735621723573844
23,0.733688505380279
24,0.724361364984904
25,0.724469360277089
26,0.724445754466734
27,0.724566055690135
28,0.707033644934479
29,0.724491266204607
30,0.706688568765445
31,0.707144344068128
32,0.717878636110342
33,0.706485146767114
34,0.706884162827328
35,0.708509677581488
36,0.706197001747271
37,0.706729619814037
38,0.706721380733931
39,0.703624112120843
40,0.704136724534331
41,0.706481177090705
42,0.703859542365943
43,0.706349768023703
44,0.703709079208294
45,0.701228998184994
46,0.703958528770253
47,0.702370825630602
48,0.711846086929844
49,0.696818139377503
50,0.696512487212871
51,0.695797961090713
52,0.698476859540896
53,0.697010869137166
54,0.691216850910318
55,0.69125457547823
56,0.690031037467849
57,0.692666940676735
58,0.690021359465956
59,0.691194642032743
60,0.690273985521974
61,0.687082647702343
62,0.690734228160878
63,0.689844816742349
64,0.688331795235436
65,0.688742269131763
66,0.690672199023917
67,0.687633142653091
68,0.690132550811239
69,0.686108691984685
70,0.686057414800929
71,0.684487745260081
72,0.686503616093364
73,0.686147876220743
74,0.684486272312861
75,0.685948618961681
76,0.687583141927191
77,0.687065021469109
78,0.688641325944116
79,0.684354528759148
80,0.688137851810105
81,0.68584835050394
82,0.686531505463173
83,0.686052833642539
84,0.686037877198365
85,0.683832854080307
86,0.685873033243055
87,0.688731276228727
88,0.683586102248766
89,0.686254473462829
90,0.686246568927512
91,0.682661286562881
92,0.685216230739022
93,0.685678332973838
94,0.685017711565239
95,0.682110398388151
96,0.683206735959366
97,0.685428873888498
98,0.685011907217163
99,0.68384128368855
100,0.682129161162232
101,0.684574316020258
102,0.838292231920884
103,0.817593521197531
104,0.813614503679721
105,0.814088250181396
106,0.81324617950418
107,0.808001724222975
108,0.807687846564605
109,0.803816125802818
110,0.782328828079363
111,0.803818773457778
112,0.746024246646923
113,0.745915416574177
114,0.746030389210592
115,0.742854654858036
116,0.742845174222517
117,0.742725467821307
118,0.736137871485899
119,0.735665573099778
120,0.734178656392936
121,0.734207345414265
122,0.734042066964306
123,0.732236210355665
